Timestamp,お名前(ハンドル名。10文字以内),メッセージ(20文字以内)
12/22/2009 15:26:16,makoto(`・ω・),あかつき＆ミクガンバ！
12/22/2009 15:26:20,Eifie,Vai Miku! Lembranças do Brasil.
12/22/2009 15:29:12,ICHIKI,ミクサイコーーーーーー！！！！
12/22/2009 15:29:17,まつとり,ぐるぐるまわって、まわって、まわって、やっぱりあなたが好き
12/22/2009 15:30:12,雨Pluie,「はじめで」「未來」
12/22/2009 15:30:55,Kyoukai,See you when you get back
12/22/2009 15:31:36,katu,ミク、あかつき超がんばれ期待してます
12/22/2009 15:33:18,lurkerspeed,ミクよ！金星を君の歌で染めるのだ！
12/22/2009 15:33:59,Heather Canada-Chan,MIKU IN SPACE. IT IS MADE IN AWESOME.
12/22/2009 15:34:12,赤石衛人,ミク宇宙へ！あかつきともに！
12/22/2009 15:36:52,AltFluegel,go Miku! Fly to the Venus!
12/22/2009 15:41:23,みるく,金星人っているのかな？
12/22/2009 15:43:47,Akimura-P,Go Miku!
12/22/2009 15:44:07,しぃ,金星がどんな星か教えてね！
12/22/2009 15:44:29,David Walker
12/22/2009 15:45:01,TKShadow
12/22/2009 15:45:53,Nahash,Let's send a vocaloid to space.
12/22/2009 15:46:36,otti
12/22/2009 15:47:00,ジャム,がんｂ
12/22/2009 15:50:00,ことり,頑張って下さい！
12/22/2009 15:51:05,Bill Murry,Good Luck!
12/22/2009 15:51:15,こなちぃ～ず,みんなで署名を集めよう！！友人10人の署名集めました
12/22/2009 15:51:35,夜深
12/22/2009 15:52:25,つかちゃん,応援します！
12/22/2009 15:53:06,＠桜島,がんばれえええええええええあああ
12/22/2009 15:53:50,笹の葉,ミクよ！！　金星の彼方へ飛んでいけｗｗ
12/22/2009 15:55:39,뿡꺄,힘내세요.^^ 화이팅~!
12/22/2009 15:55:41,小芽,なんかすげー！頑張れ！
12/22/2009 15:56:24,Crimson Rogers,初音未来葱娘什么的，最喜欢了:)
12/22/2009 15:57:43,anmasa,akaituki ganbare
12/22/2009 15:58:57,なすっち,あかつきガンガレ！！
12/22/2009 15:59:26,はんぐり～かぁちゃん,夢やね
12/22/2009 15:59:58,ウメねこ,遥かな空へ一緒に行こう。
12/22/2009 16:01:15,シマバチ,宇宙に向けて、初音の世界を。
12/22/2009 16:01:26,ABC助,ミクがあかつきに乗るのを期待してます！
12/22/2009 16:01:34,SM靑共,初音ミク金星へ届
12/22/2009 16:01:39,Кирилл,Kami-sama-nya
12/22/2009 16:01:58,じーく,ミクも乗るあかつきの任務完遂を願う
12/22/2009 16:02:01,ニコらばー,機械の歌姫が宇宙に・・・ロマンだよね！
12/22/2009 16:03:08,なすっち,あかつきガンガレ！！
12/22/2009 16:03:26,PureSoul,愛ある限り戦いましょう
12/22/2009 16:03:57,睦月優里,あかつき頑張って！ミクをのせて！
12/22/2009 16:04:35,toy@108,打ち上げ成功とミクの掲載を祈っています。
12/22/2009 16:04:52,Hilofumi,ミク！あかつき！何ならもっと遠くへ行ってもいいぞ！
12/22/2009 16:05:47,音音,あかつき頑張って下さいいい！！
12/22/2009 16:05:54,Daniel Medina,Progression in astronautics? OR MIKU MIKU OR VENUS? HMMMM...
12/22/2009 16:06:16,dragon bretheren
12/22/2009 16:06:23,louis pun,MIKU最高~!
12/22/2009 16:06:25,danielcatu,vocaloid its the power of the future
12/22/2009 16:07:48,haru,ミク、ニコニコの名誉を背負っていくんだ。
12/22/2009 16:08:24,あゆねすふろーら,あかつき頑張れ！
12/22/2009 16:09:01,킹오브잉여,킹오브잉여
12/22/2009 16:09:17,BRAVE,いざ金星へ！
12/22/2009 16:09:27,김두기,Black rock shooter
12/22/2009 16:09:45,継
12/22/2009 16:10:15,koro11,すごい！なんか、色々がんばれ！
12/22/2009 16:11:47,涙子
12/22/2009 16:13:40,遊亀,あかつきとミクを応援しています。
12/22/2009 16:15:08,那間,ミクと俺らを金星へ！あかつきファイト！
12/22/2009 16:15:53,紫月咲夜
12/22/2009 16:17:25,sr21det,全宇宙に届け、ミク！！
12/22/2009 16:17:39,緋☆〞,應援~~~加油加油^q^
12/22/2009 16:18:18,블루고쥬라스,블루고쥬라스
12/22/2009 16:19:08,しらぬい
12/22/2009 16:19:19,XYLITOL8492,Let's do this!!
12/22/2009 16:19:20,藍,ミクを宇宙でも人気にするのだあかつき！
12/22/2009 16:19:27,ピカト,ミクが宇宙に行くなんてわくわくします！あかつきファイトです！
12/22/2009 16:20:03,Goh Noda,Voting for this!
12/22/2009 16:20:13,Gradius,I wish you every happiness
12/22/2009 16:20:25,masatoshi,あかつき頑張ってください
12/22/2009 16:20:32,somatyan papa,空へ　空へ　
12/22/2009 16:20:47,tweek,contributin'
12/22/2009 16:21:12,육각김밥,미미미밐ㅋㅋ쿠ㅜㅜㅜ
12/22/2009 16:21:19,Ed Robson
12/22/2009 16:22:19,HONG GUEN,:D
12/22/2009 16:22:28,kenminehi,have a nice Journey.
12/22/2009 16:23:28,James Chen,Miku Love Forever!
12/22/2009 16:24:09,ガウシカのあらちゃん,あかつきとミクの旅の成功を祈ってますともっ(ﾟДﾟ)クヮ!
12/22/2009 16:25:06,@key,思いが届くといいな
12/22/2009 16:25:21,姫介,ミク！翔べ！！
12/22/2009 16:26:43,メリ子,わー頑張ってくださいー！
12/22/2009 16:27:19,華羽,ミク…宇宙へ！
12/22/2009 16:29:19,HeaHaLa
12/22/2009 16:29:54,BLUEORGE,みくがんばって～！！！
12/22/2009 16:31:35,schoolboy,Do you best!
12/22/2009 16:31:45,大葉,393939!!!GOGOGO!!!
12/22/2009 16:32:09,だる助,面白い企画ですね！支援♪
12/22/2009 16:32:22,SW,ミク & あかつき GO!
12/22/2009 16:32:42,はのん,がんばれ！金星に届け！
12/22/2009 16:32:48,やなぎ,ミクとあかつき、金星へ飛びたて！！
12/22/2009 16:33:14,みくみくP,あっかつっきにしてあげる～☆ミ
12/22/2009 16:33:22,ななみ,頑張って下さい＾＾
12/22/2009 16:36:14,otmaskr,金星探査成功させてください！
12/22/2009 16:37:25,George Camarena,I hope all goes well
12/22/2009 16:37:42,鴨居,ミクとあかつき金星にとどけ！
12/22/2009 16:38:19,Hazuki Nano,Miku is a treasure of this planet earth. I strongly recommend this project
12/22/2009 16:38:24,ユウナミチドリ,金星調査の成功を祈っています。
12/22/2009 16:38:26,郵便,ミクもあかつきも頑張れ！夢を乗せて！
12/22/2009 16:38:41,雨音くるみ,あかつき頑張れー
12/22/2009 16:41:00,ネサ,いっけぇえええええええええ！！！！！！
12/22/2009 16:41:19,you seong
12/22/2009 16:41:30,hinageshi,ミクちゃん　あかつきと共に
12/22/2009 16:41:44,シオリー,ミクーあかつきーがんばれええ!!!!めっさ応援しかるよｗｗｗ
12/22/2009 16:42:30,よき,金星がメジャーな存在になりますように…笑
12/22/2009 16:45:31,のん,とんでけ～↑
12/22/2009 16:46:08,ミクがすきだ！！！,共に行く
12/22/2009 16:46:28,えりな,ミク愛してる！
12/22/2009 16:47:33,ストッセイ,ミクと一緒に火星に到着してね～
12/22/2009 16:47:58,병신같지만,ㅋㅋㅋ미친놈들
12/22/2009 16:49:46,kame,Hang in there
12/22/2009 16:49:50,マイヤー,面白そうな事してますねｗ支援します！
12/22/2009 16:50:25,保桜,ミクとあかつき、無事に金星へいけますように。
12/22/2009 16:51:10,ABC助,金星いくぞーーー！！
12/22/2009 16:51:18,ROERU
12/22/2009 16:51:40,xaewon,니들 GB때 복팩 안썼음?
12/22/2009 16:51:43,ROERU,みくおめでとう！
12/22/2009 16:51:49,晶,ミクとあかつき応援するよ～
12/22/2009 16:51:50,しいこ,ぼかろがすきだあああ！あかつきがんばれええええ！
12/22/2009 16:52:15,karikaripan,”宇宙”にとんでけ～～
12/22/2009 16:52:37,晶,ミクとあかつき応援するよ～
12/22/2009 16:52:45,冬空,ミクもあかつきも頑張れ！応援してます！
12/22/2009 16:53:23,AVTechNO!,銀河の架け橋へ・・・
12/22/2009 16:53:53,Brytne Oliver,Hello Venus!
12/22/2009 16:54:17,りび丼,プローブ娘「あかつき」と共に征け初音ミク
12/22/2009 16:54:17,이인우,우주를뚫는거다
12/22/2009 16:54:51,りょうちん,飛び立てあかつき！響きわたれミクの歌声！！
12/22/2009 16:57:20,Frances Padilla ,"I love Miku and I'm pretty sure you guys also had dreams, and this would be something unique and special and I'm glad to sign this petition. With love to Miku and JAXA Akatsuki from the island in the caribbean of Puerto Rico"
12/22/2009 16:58:39,みん,あかつきとみくがんばれー
12/22/2009 17:00:02,kyo,ミクさいこ
12/22/2009 17:00:29,kyo,ミク最高！！　
12/22/2009 17:01:17,紅葉,これが実現して欲しいデス。
12/22/2009 17:01:51,tkawkdqkd,飛びなさい!  ミク!
12/22/2009 17:02:42,モモ,がんばれあかつき！！ミク！
12/22/2009 17:02:54,raku
12/22/2009 17:03:04,アルパカ,ミクとあなたを金星へ・・・なんてすごいです！ミクの人気はやっぱりすごいですね！
12/22/2009 17:03:20,金埈範(KIM-JOON-BEOM),"좋아, 가는거야!! 미래로!! ㅋㅋㅋㅋㅋㅋ,WWWWWWWWW  :)"
12/22/2009 17:03:23,ゼスト,ミクよあかつきと共に金星へ！応援してます
12/22/2009 17:05:57,myusuke,ミクもあかつきも頑張って
12/22/2009 17:06:03,ゆきりん,頑張れ！初音ミク！
12/22/2009 17:07:23,YEM,いっけええええ！！
12/22/2009 17:08:17,Ж周Ж,ミクが宇宙になんて夢みたい！＞＜頑張れミク！！あかつき最高！
12/22/2009 17:08:31,bluewind,"The Doors of His Face, The Lamps of His Mouth"
12/22/2009 17:08:39,Miku Sato,JAXAと初音ミクは日本の宝！
12/22/2009 17:08:43,UntoldHero,To show that we Otakus R United as one
12/22/2009 17:08:44,小南瓜,代表未來的歌聲~傳到宇宙的每個角落吧XD
12/22/2009 17:09:32,青鴇,∞の可能性を持つ宇宙とミクへ希望を乗せて
12/22/2009 17:10:14,大福P,あかつきが無事に任務を達成できますように。
12/22/2009 17:10:17,加藤 渉
12/22/2009 17:10:26,マシュマロ,ミク好きだああああああああ！
12/22/2009 17:10:32,Archangel,初音ミク宇宙へ！
12/22/2009 17:10:33,六花,がんばって～～！！！
12/22/2009 17:10:39,ヒナ,ミクもあかつきも金星にいってこーーーーーーいっっっ！！！
12/22/2009 17:10:45,nnagi
12/22/2009 17:10:48,다루루,미쿠의 금성에서의 노래소리를 듣고 싶습니다!
12/22/2009 17:11:00,巧,明星に届け
12/22/2009 17:11:00,な花,ミクと「あかつき」がコラボしてほしいです
12/22/2009 17:11:26,漆黒,いけええええええ
12/22/2009 17:11:30,오덕은답이없어,이 한심한 새키들아 여기에 서명할 시간에 잠이나 더 자라 ㅉㅉ 답이 없다 답이 ㅉㅉ
12/22/2009 17:13:44,聖,無事に金星まで届け
12/22/2009 17:14:47,うっちい,宇宙のみなさん、こんにちわ！
12/22/2009 17:15:11,basara,LISTEN TO MY SONG!
12/22/2009 17:15:52,dango,gjgjgjgj
12/22/2009 17:16:02,wms,gool luck!
12/22/2009 17:16:02,mikulove,mikumikuni siteyannyo~♡
12/22/2009 17:16:57,park song yi,miku miku
12/22/2009 17:17:47,Kossie,無事に任務を完了できますように
12/22/2009 17:18:16,稔,ミク大好きだお！あかつきさんどうもありがとうです！
12/22/2009 17:18:51,entr2,"¡Protege bien Akatsuki, Miku!"
12/22/2009 17:19:15,SEVEN,fight!!
12/22/2009 17:19:23,砂利。,Good lack
12/22/2009 17:19:52,17sec,金星もみっくみくにしてやんよ！
12/22/2009 17:21:22,奈々世,がんばれー！
12/22/2009 17:21:34,riocampos,"Akatsuki, fly to the Mars with us!"
12/22/2009 17:21:45,miyu_t,あ か つ き ！
12/22/2009 17:24:06,mai,みく～
12/22/2009 17:25:12,お～しゃん,ミクこれからも頑張れ！！
12/22/2009 17:25:46,Mahdi
12/22/2009 17:26:40,モヤシィダ,宇宙進出おめー＾＾
12/22/2009 17:28:04,ベッケン,行ってこーい！！
12/22/2009 17:28:31,あもあも,ミクとあかつき一緒に宇宙へ！
12/22/2009 17:30:28,tamrin,MikuMikuMiku
12/22/2009 17:30:44,リク,みくも「あかつき」共に宇宙進出！
12/22/2009 17:31:06,고블린,고블린
12/22/2009 17:33:32,月璍の螺旋,I hope the dream that Miku to Venus can be true.Have a fine trip.
12/22/2009 17:34:14,亜希,金星のステージでもがんばるのねミク、ファイト＞＜
12/22/2009 17:35:04,Wereallbeast_B_E,하츠네 미쿠 금성가길 빕니다! -차원이동하고싶은 한국인(what?)-
12/22/2009 17:35:07,澪沙,とんでっけえええええええ
12/22/2009 17:35:29,Supgom,Miku Fihing!! Go to Mars!! YEAH!! 
12/22/2009 17:35:31,Est400,日本がんばれ！
12/22/2009 17:36:31,ドラ,あかつきもみっくみくに！
12/22/2009 17:37:40,Rin,あかつきと一緒に金星へ
12/22/2009 17:38:16,ほのか,行ッッくよ-!!
12/22/2009 17:39:02,ピア,ミク応援！
12/22/2009 17:39:06,Miyabiggy,プロジェクトの成功を祈ってます！
12/22/2009 17:39:21,さやか,金星ミクファイトー
12/22/2009 17:39:23,Ragrisys,Miku Moe~
12/22/2009 17:42:26,如月にゃぶろーP,∩(  'ヮ'  三  'ヮ'  )∩
12/22/2009 17:42:31,강준호,HELLO
12/22/2009 17:42:35,アイリス,みんなの想い、金星までとどけ！！
12/22/2009 17:43:43,제발되주세요~
12/22/2009 17:43:47,凜
12/22/2009 17:43:51,雷鳴
12/22/2009 17:44:38,あっか,これで少しでも宇宙開発について世間が知ってくれれば・・・
12/22/2009 17:45:11,kuboy,世界のミク in あかつき
12/22/2009 17:45:25,masaki_ando,good :-)
12/22/2009 17:45:25,堕音シテ,ミクは俺の嫁！！
12/22/2009 17:45:55,limitusus,"do well, Miku and Akatsuki!"
12/22/2009 17:46:04,Itati Sawakura,Go to Venus with Miku!
12/22/2009 17:46:12,una,あかつきがんばれ。ミクがんばれ。
12/22/2009 17:46:40,凜,あかつきもミクもがんばってー！
12/22/2009 17:46:51,mg50r,ζ*'ヮ')ζ＜いってらっしゃいー
12/22/2009 17:46:54,ツノクモ,金星に行けるよう応援します
12/22/2009 17:48:02,メリー・ジェーンＰ
12/22/2009 17:48:25,kirusawa,銀河の果てまで～
12/22/2009 17:48:50,IKSEL
12/22/2009 17:49:14,のあ,ミクもあかつきも気をつけていってこーい(*´∀｀)
12/22/2009 17:49:21,aodag
12/22/2009 17:49:26,波音フリ,金星がミクの母星！？(笑)
12/22/2009 17:50:11,unityan,金星まで、届け未来の歌！
12/22/2009 17:50:42,yabuno,胸が熱くなるな・・・・・
12/22/2009 17:51:27,t2001t2001,まあ頑張って！
12/22/2009 17:52:09,류석원,일본의 씹덕들을 우주인에게 알릴 수 있다니 영광
12/22/2009 17:52:12,黒,がんばれ！！
12/22/2009 17:53:09,nann,金星まで届く未来を子供たちに捧げたい
12/22/2009 17:53:21,たっつん,ミクと「あかつき」、がんばれ！
12/22/2009 17:53:33,조일환(라비),미쿠는 꼭 탑승해야만 합니다! 미쿠만세 'ㅁ '!!
12/22/2009 17:53:46,레폭,!!!!!!!!!!!!!!!!!!
12/22/2009 17:54:07,ぽむ,署名集まるの早いなー。頑張って
12/22/2009 17:55:24,RIA,届け電子の歌姫
12/22/2009 17:56:06,トリプルアイス,あかつきとミクに「いってらっしゃい！」
12/22/2009 17:57:05,わかめ,あかつきファイト！ミクファイト！
12/22/2009 17:57:07,kaela,Fly me to the Venus
12/22/2009 17:58:37,牙雛,宇宙でもミクの歌声を響かせて！
12/22/2009 18:00:14,ぽかう,ミクの力が宇宙を動かす･･･!!
12/22/2009 18:00:24,風森　進,アダムスキー型金星人のお姉さんとミクのなまいたショー
12/22/2009 18:01:59,魅沙鬼,宇宙までぶっ飛べ！！！
12/22/2009 18:03:35,Fate.T.H.,"Go ahead,Miku and Akatsuki!"
12/22/2009 18:04:13,kiri-mochi,応援してます！
12/22/2009 18:05:25,raz.
12/22/2009 18:06:19,スルガ・オブ・ケンミン
12/22/2009 18:06:19,日向風,無事に成功しますように
12/22/2009 18:07:59,紅葉,金星に行くなんて、夢のあることじゃないですか！がんばってください！
12/22/2009 18:09:57,かふか,ミク、あかつき頑張れ！
12/22/2009 18:10:00,ほほほ,金星探査を成功し次は外宇宙探査だ！
12/22/2009 18:10:04,Reese,"내 마음, 금성까지 닿아라!"
12/22/2009 18:11:29,まいこ,あかつき＆ミクがんばってね
12/22/2009 18:13:27,狸野ポン太,夢のあるコラボ!頑張れ!
12/22/2009 18:13:46,鈴奏,よろしくおねがいします
12/22/2009 18:14:04,華流,科学の発展のために頑張ってください!!
12/22/2009 18:15:01,formula,ミク宇宙進出行ってらっしゃいｗ
12/22/2009 18:15:26,kimurag1,おっこちないでー
12/22/2009 18:15:28,KaMeToRo,頑張って下さい！！！
12/22/2009 18:15:41,幻 -Gen,あかつきフルみっく！（｀・Ω・´）
12/22/2009 18:16:38,Raytsuki,届いて、この歌声、届いて、この思い。
12/22/2009 18:16:39,飛連,どこへいっても歌い続けて欲しい、宇宙に響け！
12/22/2009 18:17:00,Amhran,Send Miku to Venus!
12/22/2009 18:17:53,J.S.hwang,><!!
12/22/2009 18:18:44,hidden_box,あかつきもミクも無事に宇宙に飛びたって！
12/22/2009 18:19:24,ごん助。,金星の謎に迫ってください！
12/22/2009 18:19:29,テル　ブラック,がんばれ
12/22/2009 18:22:04,맙소사 신이시여 
12/22/2009 18:23:43,burum,fight! MIKUwithJAXA.
12/22/2009 18:24:05,*YURI*,ミクちゃん、「あかつき」さん！！頑張ってください！！
12/22/2009 18:25:27,憐汰,ミクを乗っけたあかつきが飛ぶぞー！
12/22/2009 18:26:21,ㅇㅁㄴㄹ,ㅁㅇㄴㄻ
12/22/2009 18:26:27,宰,ミクもあかつきも頑張って・ω・
12/22/2009 18:28:09,datejanai,MIKU
12/22/2009 18:29:30,小鳥遊　秋悟＠SR20DET,ミク＆あかつき共に応援しています！
12/22/2009 18:30:55,ayuko,とても素敵な企画だと思います。頑張ってください。
12/22/2009 18:31:12,이근호,WOW! GOOD!
12/22/2009 18:32:41,^-^,^-^b
12/22/2009 18:33:41,高坂　満,ミク＆あかつき！応援してます！！
12/22/2009 18:33:43,Michelle Uribe -TweedleDeePickle-
12/22/2009 18:34:51,茉柚,あかつきとともに宇宙へ！ミク！応援してます！
12/22/2009 18:35:50,ilopca,科学の限界を超えて私は来たんだよ 
12/22/2009 18:35:53,412k,この一歩が偉大な飛躍となりますように
12/22/2009 18:36:46,William_upa,がんばって
12/22/2009 18:37:45,ゆーゆ,頑張って！
12/22/2009 18:40:31,Tomoya,あかつき
12/22/2009 18:40:37,龍月華,無事宇宙へいけるよう応援してます。
12/22/2009 18:42:16,ＩＩＤＡわたる！,いざ宇宙へ！俺の分まで楽しんで行って来てね！
12/22/2009 18:44:50,mako,JAXA頑張れ！あかつきと嫁よソラに羽ばたけ！
12/22/2009 18:46:41,nostalgicman0079,歌姫よ　空へ
12/22/2009 18:47:23,ステイト,痛探査機　今こそ未来へ　気持ち悪いやつらの底力
12/22/2009 18:47:54,千菜,応援しています！
12/22/2009 18:48:26,스루가,화이팅
12/22/2009 18:48:49,megane000,プロジェクト成功を祈ってます
12/22/2009 18:49:26,風紙乃,未来へ向かって突き進んでほしいです。
12/22/2009 18:49:31,dlitvak,Miku in Space!
12/22/2009 18:49:52,lilac,ミク、「あかつき」頑張れ！
12/22/2009 18:50:41,安孝原,하츠네미쿠는 진리입니다! Let's Go to Venus
12/22/2009 18:50:55,김승곤,미쿠야 잘다녀와~
12/22/2009 18:51:02,Orca-tan,Have a safe trip! T.T)/
12/22/2009 18:52:51,洋梨,頑張ってください
12/22/2009 18:53:37,紅暁,希望があるうちは諦めない。
12/22/2009 18:53:46,G_taru,応援してるおー！＾＾
12/22/2009 18:54:28,udonkobily,Kiss the Future!
12/22/2009 18:54:40,長月蒼依,「あかつき」が大活躍することを願っています
12/22/2009 18:54:49,ureshena,多くの人の思いをのせて。応援してるよ!!
12/22/2009 18:56:14,ねこキング,どうぞ、よろしくお願いします。
12/22/2009 18:56:20,블랙써머즈
12/22/2009 18:58:00,토모세,미쿠쨩이 저 하늘의 별처럼 빛나기를
12/22/2009 18:58:07,이형진,파! 갑니다!
12/22/2009 18:58:09,pepelon_unagi,がんばってください。応援しています。
12/22/2009 18:59:26,Zeeple,Have fun on venus Miku-tan!
12/22/2009 19:01:15,淡雪
12/22/2009 19:01:32,Lain,ミク　万歳
12/22/2009 19:01:59,EarlGrey,ミクは地球を救う！宇宙へはばたく！あかつきに乗って！
12/22/2009 19:02:39,SAKEY,ミク，あかつき頑張れ！金星へGO！
12/22/2009 19:02:53,Reki,ミクに栄光あれ
12/22/2009 19:04:20,kum,ミク、あかつき、がんばれ！
12/22/2009 19:05:13,김동현
12/22/2009 19:05:22,KIM jw,miku kawaii!!!
12/22/2009 19:08:01,기계덕후,사회쌤 사랑해요
12/22/2009 19:08:19,晴瑠,ミクとみんなのメッセージが金星に届きますように
12/22/2009 19:08:26,Yasmeen,Sing loudly so we can all here you Miku!
12/22/2009 19:08:32,chiro
12/22/2009 19:09:23,kukaku,宇宙の歌姫か、すごいなぁ。がんばれー。堕ちるなよー。
12/22/2009 19:10:34,プリンスキー中佐
12/22/2009 19:10:43,ともだち,金星すごいよミクすごいよホントすごいよ
12/22/2009 19:11:44,黃枝壎,あいしてる!  ミ ク! ファイト!
12/22/2009 19:11:44,りぐ＠沼の主,金星へ届け、みんなの夢！
12/22/2009 19:12:38,RRY
12/22/2009 19:12:41,루시퍼,루시퍼
12/22/2009 19:13:12,Ongaku,GO! GO! MIKU-CHAN!
12/22/2009 19:13:14,白い夜 ,大好
12/22/2009 19:13:39,RRY,ガンバレミク！未来に名をのこせ！
12/22/2009 19:13:47,godfather,暁とミクのコラボ・・・見てみたいねぇ
12/22/2009 19:14:24,itosan,金星より歌声を！
12/22/2009 19:15:09,ever17,I love Miku!!
12/22/2009 19:15:59,東 くうじ,ミクちゃん、頑張れ! 
12/22/2009 19:16:12,なるーん,がんばれー
12/22/2009 19:16:15,Jope,"Only a few more signatures, and you're on venus Miku! >w<"
12/22/2009 19:16:25,ＡＨＴＭＧ39,あかつき応援してるぜ
12/22/2009 19:16:36,P.Ken,宇宙が一歩身近に感じられます。がんばれ！
12/22/2009 19:18:16,亮典,あかつき、ミク、いってらっしゃーい!!
12/22/2009 19:18:57,enica,금성인을 미쿠 빠로!!!!!!
12/22/2009 19:19:15,てれって＾＾,遠いところに行ってしまうのですね…
12/22/2009 19:19:15,ローピル,ふざけた署名だな・・・
12/22/2009 19:20:11,ROM,美の女神の厚化粧の下を見てみましょう！
12/22/2009 19:21:34,Lana chan,Miku hatsune <333
12/22/2009 19:22:55,0ka,応援してます！
12/22/2009 19:23:46,유유유 
12/22/2009 19:24:59,CRUX,いっけええええええええええええ
12/22/2009 19:25:43,冨永和志,署名活動が創作に発展しているようなので応援
12/22/2009 19:26:03,soripo
12/22/2009 19:27:06,りょく,宇宙で奏でろ！電子の歌姫！
12/22/2009 19:28:21,】,目指せ、宇宙へ
12/22/2009 19:30:25,TYS,がんばれ！新しい日本の夜明けだ
12/22/2009 19:30:42,yuta,夢があっていいと思います
12/22/2009 19:31:12,玉子,支援！！
12/22/2009 19:32:44,kokomu
12/22/2009 19:32:47,ひびき,あかつき＆ミク、いってらっしゃい！
12/22/2009 19:33:22,初音ミク,Ｆｌｙ　ｏｎ　Ｍｉｋｕ
12/22/2009 19:33:39,Teros
12/22/2009 19:34:18,raphael,みんなの想いと夢とミクを乗せ、いざ金星へ。飛べ！あかつき！！(｀･ω･´)ゞﾋﾞｼｯ!!
12/22/2009 19:35:03,김가람,난바보다
12/22/2009 19:39:04,yamagen,ミクもあかつきもいってらっしゃいﾉｼ
12/22/2009 19:40:23,sui
12/22/2009 19:40:23,オッスおら悟空,おめえ、なかなかやるな。
12/22/2009 19:40:52,しごぶ
12/22/2009 19:42:44,猫でぃー
12/22/2009 19:44:34,岡,なんて書けば良いか分からないけど、宇宙へ飛んでいってください。
12/22/2009 19:47:15,れもん,金星へＧｏ
12/22/2009 19:48:07,もっち,あかつきの宇宙へ翔んでけミク！
12/22/2009 19:49:13,sakura,いってらっしゃい
12/22/2009 19:49:19,フルーツジューす,あかつきだと…支援支援！！
12/22/2009 19:49:44,Legit,とうとう宇宙進出か・・・
12/22/2009 19:50:35,HAP,「はやぶさ」も頑張ってるんだ。「あかつき」もやってくれるさっ！
12/22/2009 19:50:54,風太,ミク大好きだ～。愛してるよ
12/22/2009 19:52:50,minigoguma,fly!! miku!!
12/22/2009 19:52:54,ぬりかべ,嫁が宇宙進出する日が来るとはな・・・あかつきも頑張れ
12/22/2009 19:53:39,laplace,あかつき、いってらっしゃい。
12/22/2009 19:54:59,朝義零,成功することを願います
12/22/2009 19:57:49,tennsinokaseki,ミクが宇宙へそれはあかつきのヒロインとともに
12/22/2009 19:57:52,aki-moko,初音ミクと想いを乗せてガンバレあかつき～
12/22/2009 19:58:45,鳳蓮,金星までいってらー！
12/22/2009 19:59:31,ひめか
12/22/2009 19:59:33,hiyori,頑張れミク
12/22/2009 19:59:45,おてもと,ミッションの成功を祈る！お別れだ！
12/22/2009 20:00:20,レイン,ミクも、あかつきもがんばってください
12/22/2009 20:00:39,sekai1004,미쿠가 탑제 되었으면 !!
12/22/2009 20:01:01,dil,探索がむばれ
12/22/2009 20:01:09,みにゅう,宇宙の彼方までみっくみく～
12/22/2009 20:01:46,errosion,皆の思いが届きますように
12/22/2009 20:02:52,sekai,미쿠미쿠 화이팅!! 입니다.
12/22/2009 20:05:32,阿部シア,あかつき！ミク！宇宙の音を聞いてきて！
12/22/2009 20:05:53,nakamura001,良い企画。応援してます、頑張って下さい。
12/22/2009 20:06:23,mimi,あかつき頑張れ～～
12/22/2009 20:06:47,ゆいっち,はやぶさ帰還もね！
12/22/2009 20:07:49,yae,あかつき君　ミクさん　応援させてもらいます
12/22/2009 20:08:02,千穂,あかつきと一緒にみくの歌声も宇宙へ行くといいな…
12/22/2009 20:08:27,ししゃも,とりあえずたどり着こうか
12/22/2009 20:08:27,yamsny,願いよ届け！！
12/22/2009 20:08:46,GrAss,ミくちゃん大好きよww
12/22/2009 20:09:31,CDHI,프리큐어도 보셈
12/22/2009 20:10:50,showdoom,行け~~~~~
12/22/2009 20:15:17,tiyoani,ミクあかつきがんばれ
12/22/2009 20:15:40,koji2001,頑張れ！あかつき
12/22/2009 20:16:30,Fevol,頑張って打ち上げちゃってください！
12/22/2009 20:17:02,鄭眞成,미쿠미쿠ㅋㅋ
12/22/2009 20:17:05,Lee June Gyu,미쿠가 꼭 금성에 갔으면 좋겠습니다
12/22/2009 20:17:18,国　金星　
12/22/2009 20:19:04,竜頭,あかつきまて゛飛んでいけ!!
12/22/2009 20:19:29,晁氷,あかつき頑張れ！ミク行ってらっしゃい！
12/22/2009 20:21:45,悸柚,あかつき・ミク、無事に金星まで！
12/22/2009 20:22:21,yu-Ma
12/22/2009 20:23:06,孤独神,ミク、いっけぇぇぇぇぇぇぇぇ!!
12/22/2009 20:25:08,きば,がんばれー！
12/22/2009 20:25:25,aaasdasd,頑張れ
12/22/2009 20:25:33,クリル,大きな可能性を願います
12/22/2009 20:25:37,ｓｄｓｄ,ｄｓｄｓ
12/22/2009 20:27:19,SAKURA,応援するぜ！
12/22/2009 20:27:28,うふ,とべよおおお
12/22/2009 20:28:22,라병채
12/22/2009 20:28:24,ryunosuke
12/22/2009 20:28:33,iooi,あかつきと共に行け！ミク！
12/22/2009 20:28:57,german,ミッション成功を祈る！(｀･ω･´) ゝ
12/22/2009 20:29:20,kenchan,「あかつき」の探査成功をミクと共に祈っています！
12/22/2009 20:30:10,chain
12/22/2009 20:31:20,Alucar7,ミクちゃん飛べ！
12/22/2009 20:32:39,kit,Voice from Venus!
